index,Date,Open,High,Low,Close,Volume,MarketCap
0,Jan 31 2022,0.02914,0.02977,0.02789,0.02927,7174917,244113147
0,Jan 30 2022,0.03008,0.03091,0.02884,0.02914,6131640,243024995
0,Jan 29 2022,0.03088,0.03107,0.02957,0.03005,7117406,250579670
0,Jan 28 2022,0.03029,0.03197,0.02902,0.03092,14679758,257818911
0,Jan 27 2022,0.02747,0.03022,0.02656,0.03022,15113971,252015971
0,Jan 26 2022,0.02753,0.03008,0.02676,0.0275,19035934,229318744
0,Jan 25 2022,0.02688,0.02943,0.02602,0.02751,13223945,229431279
0,Jan 24 2022,0.02607,0.02691,0.02353,0.0269,14161934,224320658
0,Jan 23 2022,0.0243,0.02782,0.0243,0.02608,10763773,217456007
0,Jan 22 2022,0.02757,0.02855,0.02321,0.02426,13483817,202317204
0,Jan 21 2022,0.03151,0.03272,0.02754,0.02761,20159241,230254116
0,Jan 20 2022,0.03249,0.03585,0.0315,0.0315,14412431,262697078
0,Jan 19 2022,0.03381,0.03442,0.03175,0.03246,12958658,270643346
0,Jan 18 2022,0.03614,0.03644,0.03249,0.03386,17896808,282328652
0,Jan 17 2022,0.03898,0.0391,0.03534,0.03613,16690349,301311022
0,Jan 16 2022,0.04065,0.04088,0.03884,0.03899,11813749,325138510
0,Jan 15 2022,0.04039,0.04107,0.04007,0.04065,13763024,338981577
0,Jan 14 2022,0.04022,0.041,0.03861,0.04037,16477420,336670189
0,Jan 13 2022,0.04286,0.0432,0.03974,0.04022,15684111,335379772
0,Jan 12 2022,0.04107,0.0436,0.04101,0.04286,13576084,357404605
0,Jan 11 2022,0.03903,0.04162,0.0379,0.04113,13700702,342947808
0,Jan 10 2022,0.04171,0.04232,0.03576,0.03904,18839864,325504645
0,Jan 09 2022,0.03962,0.04309,0.03871,0.0417,23152574,347764403
0,Jan 08 2022,0.04238,0.04396,0.03824,0.03966,18235756,330717115
0,Jan 07 2022,0.0479,0.04802,0.04234,0.04242,15292746,353754311
0,Jan 06 2022,0.04796,0.04852,0.04343,0.04791,20172495,399542032
0,Jan 05 2022,0.05109,0.05204,0.04541,0.04777,23804930,398342318
0,Jan 04 2022,0.05203,0.05416,0.0509,0.05109,19825160,426031173
0,Jan 03 2022,0.05507,0.05507,0.05141,0.05202,22142170,433786955
0,Jan 02 2022,0.05492,0.0567,0.05347,0.05506,21961047,459143344
0,Jan 01 2022,0.05539,0.05539,0.05297,0.0549,17369684,457823056
0,Dec 31 2021,0.05343,0.05794,0.05296,0.0554,24777038,461983202
0,Dec 30 2021,0.05307,0.05547,0.05024,0.05342,26407760,445474216
0,Dec 29 2021,0.05531,0.05807,0.05266,0.05307,26641350,442547413
0,Dec 28 2021,0.06047,0.06047,0.05408,0.05535,28986184,461514755
0,Dec 27 2021,0.06355,0.06511,0.06015,0.06043,35633613,503909090
0,Dec 26 2021,0.06373,0.0652,0.06059,0.06354,33881418,529846931
0,Dec 25 2021,0.06482,0.06902,0.06326,0.06384,31111520,532378916
0,Dec 24 2021,0.06786,0.07432,0.06479,0.06488,54559782,541015655
0,Dec 23 2021,0.06188,0.06939,0.06006,0.0679,42084838,566182325
0,Dec 22 2021,0.05951,0.06642,0.05888,0.06194,51491144,516527722
0,Dec 21 2021,0.05504,0.06079,0.05346,0.05951,25004459,496257002
0,Dec 20 2021,0.06063,0.06065,0.05264,0.05502,28689481,458797957
0,Dec 19 2021,0.05942,0.06515,0.05923,0.06072,35913742,506365465
0,Dec 18 2021,0.05904,0.06158,0.05701,0.05944,23606491,495624087
0,Dec 17 2021,0.06265,0.06389,0.05755,0.05891,25343053,491206553
0,Dec 16 2021,0.06472,0.06658,0.06242,0.06266,32472506,522462249
0,Dec 15 2021,0.06919,0.06963,0.05909,0.06476,58902021,539982488
0,Dec 14 2021,0.06272,0.07097,0.0606,0.06922,46658970,577222667
0,Dec 13 2021,0.07398,0.074,0.06215,0.0628,57213521,523632171
0,Dec 12 2021,0.07034,0.07558,0.0691,0.074,59246603,617072522
0,Dec 11 2021,0.07484,0.07994,0.06839,0.07032,58960143,586411698
0,Dec 10 2021,0.07767,0.08052,0.07413,0.07479,37823662,623616678
0,Dec 09 2021,0.08099,0.08229,0.07336,0.07727,39789123,644320345
0,Dec 08 2021,0.08173,0.08524,0.07662,0.08105,36488846,675854285
0,Dec 07 2021,0.08966,0.09386,0.08003,0.08152,44512810,679803268
0,Dec 06 2021,0.08691,0.09179,0.07482,0.08982,68512760,749001619
0,Dec 05 2021,0.09341,0.09811,0.08415,0.08717,43254415,726900582
0,Dec 04 2021,0.1079,0.1084,0.08279,0.09341,75099363,778959548
0,Dec 03 2021,0.1207,0.1241,0.1002,0.108,68759187,900237066
0,Dec 02 2021,0.1187,0.1252,0.1074,0.121,73936043,1008843215
0,Dec 01 2021,0.1285,0.1289,0.1146,0.1187,59133658,989983535
0,Nov 30 2021,0.1392,0.1392,0.1249,0.1286,65760578,1072024306
0,Nov 29 2021,0.1257,0.141,0.1248,0.1395,80337745,1163007469
0,Nov 28 2021,0.1276,0.1328,0.112,0.1257,66330126,1048441733
0,Nov 27 2021,0.1187,0.137,0.1184,0.1274,71615178,1061947411
0,Nov 26 2021,0.1351,0.1426,0.113,0.1188,110041087,990600693
0,Nov 25 2021,0.1316,0.1474,0.122,0.1305,161632425,1088479538
0,Nov 24 2021,0.1099,0.1348,0.1062,0.108,68099837,900881035
0,Nov 23 2021,0.1025,0.1146,0.1005,0.1099,69412124,916445820
0,Nov 22 2021,0.1025,0.1074,0.09805,0.1026,59764568,855378092
0,Nov 21 2021,0.1055,0.1093,0.09801,0.1026,68295109,855247059
0,Nov 20 2021,0.1165,0.1172,0.09886,0.1051,87344883,876732531
0,Nov 19 2021,0.09525,0.1179,0.09525,0.1165,178707125,971391465
0,Nov 18 2021,0.08727,0.1103,0.0827,0.09501,180156280,792271032
0,Nov 17 2021,0.08025,0.09256,0.0777,0.08781,65637138,732181384
0,Nov 16 2021,0.08672,0.08672,0.07332,0.08081,60816543,673884142
0,Nov 15 2021,0.08268,0.09426,0.07836,0.08674,86633233,723266024
0,Nov 14 2021,0.08965,0.09016,0.08053,0.08266,57596610,689291263
0,Nov 13 2021,0.07299,0.09269,0.07299,0.0894,138026661,745460582
0,Nov 12 2021,0.07036,0.07306,0.05836,0.07178,82689234,598581716
0,Nov 11 2021,0.07305,0.07857,0.06766,0.07052,59582740,588073595
0,Nov 10 2021,0.08205,0.08402,0.07018,0.07306,55752265,609262017
0,Nov 09 2021,0.08795,0.08877,0.08131,0.08221,48592921,685562333
0,Nov 08 2021,0.08265,0.09473,0.07714,0.088,95351475,548936950
0,Nov 07 2021,0.09407,0.09494,0.08215,0.08301,58447106,708422701
0,Nov 06 2021,0.0984,0.09883,0.08615,0.09504,84709247,555071734
0,Nov 05 2021,0.07936,0.1001,0.07508,0.09917,149032613,576230712
0,Nov 04 2021,0.08878,0.1098,0.07505,0.07942,199047539,0
0,Nov 03 2021,0.1317,0.1317,0.0727,0.0901,221127350,0
