index,Date,Open,High,Low,Close,Volume,MarketCap
0,Jan 31 2022,2.51,2.84,2.38,2.83,1298641948,5157621883
0,Jan 30 2022,2.37,2.56,2.36,2.51,714930328,4579813079
0,Jan 29 2022,2.28,2.41,2.28,2.37,467470462,4316739360
0,Jan 28 2022,2.25,2.30,2.17,2.29,554565156,4169138548
0,Jan 27 2022,2.16,2.34,2.05,2.25,842259573,4109167482
0,Jan 26 2022,2.11,2.35,2.08,2.17,747834946,3951646115
0,Jan 25 2022,2.08,2.17,2.02,2.11,451391241,3845564296
0,Jan 24 2022,2.12,2.13,1.82,2.08,649936409,3800139945
0,Jan 23 2022,2.03,2.15,2.00,2.12,523235829,3859961817
0,Jan 22 2022,2.21,2.26,1.74,2.03,947072410,3697132054
0,Jan 21 2022,2.63,2.70,2.17,2.21,720696781,4032118844
0,Jan 20 2022,2.74,2.89,2.63,2.63,248578952,4797494734
0,Jan 19 2022,2.86,2.89,2.72,2.74,325736842,4991271101
0,Jan 18 2022,2.91,2.92,2.79,2.86,362201530,5217721562
0,Jan 17 2022,3.12,3.18,2.88,2.91,550524183,5303014127
0,Jan 16 2022,2.99,3.19,2.94,3.12,581493907,5686908937
0,Jan 15 2022,2.96,3.05,2.92,2.99,362245749,5462418960
0,Jan 14 2022,2.89,3.01,2.83,2.96,425732036,5391599026
0,Jan 13 2022,3.09,3.10,2.89,2.89,503106676,5278963706
0,Jan 12 2022,2.93,3.10,2.92,3.09,578911263,5635674951
0,Jan 11 2022,2.82,2.94,2.76,2.93,546691476,5348354243
0,Jan 10 2022,2.94,2.97,2.65,2.82,696423631,5141533168
0,Jan 09 2022,2.94,3.04,2.86,2.94,554113014,5365386282
0,Jan 08 2022,3.05,3.13,2.86,2.94,620523173,5361224757
0,Jan 07 2022,3.38,3.41,3.03,3.05,1406585783,5568264982
0,Jan 06 2022,2.93,3.43,2.80,3.39,1865589921,6177787380
0,Jan 05 2022,3.18,3.26,2.73,2.93,672035205,5339460064
0,Jan 04 2022,3.25,3.30,3.15,3.18,376134545,5798021073
0,Jan 03 2022,3.34,3.35,3.22,3.25,366256772,5933333198
0,Jan 02 2022,3.35,3.38,3.28,3.34,327806774,6093730774
0,Jan 01 2022,3.27,3.35,3.27,3.35,295502068,6103816320
0,Dec 31 2021,3.29,3.41,3.20,3.27,561240411,5967477220
0,Dec 30 2021,3.26,3.37,3.17,3.29,501913325,6008485369
0,Dec 29 2021,3.35,3.47,3.21,3.25,725537802,5931475888
0,Dec 28 2021,3.74,3.74,3.31,3.35,1056170829,6107446057
0,Dec 27 2021,3.86,3.97,3.73,3.74,819191804,6823122904
0,Dec 26 2021,3.75,3.93,3.64,3.86,912150270,7050454757
0,Dec 25 2021,3.51,3.85,3.49,3.75,983677431,6838375134
0,Dec 24 2021,3.68,3.86,3.46,3.51,1265552509,6395377250
0,Dec 23 2021,3.29,3.75,3.21,3.68,1195543490,6708157014
0,Dec 22 2021,3.29,3.39,3.23,3.29,711508519,5999761162
0,Dec 21 2021,3.19,3.33,3.13,3.29,783139920,6006497469
0,Dec 20 2021,3.26,3.33,3.02,3.19,942659869,5818590940
0,Dec 19 2021,3.43,3.62,3.25,3.26,999804449,5947337889
0,Dec 18 2021,3.07,3.50,3.03,3.43,1090995123,6259120493
0,Dec 17 2021,3.15,3.23,2.97,3.07,581052669,5605579334
0,Dec 16 2021,3.34,3.42,3.12,3.14,638347251,5733419559
0,Dec 15 2021,3.17,3.41,2.94,3.34,943900109,6085498684
0,Dec 14 2021,3.17,3.26,3.01,3.03,680704003,5526343619
0,Dec 13 2021,3.63,3.69,3.11,3.17,710105035,5780399444
0,Dec 12 2021,3.48,3.67,3.46,3.63,794809462,6630152176
0,Dec 11 2021,3.24,3.49,3.18,3.48,577356987,6343476223
0,Dec 10 2021,3.46,3.60,3.22,3.24,787384189,5917620604
0,Dec 09 2021,3.77,3.90,3.42,3.46,1132730928,6321526864
0,Dec 08 2021,3.82,3.83,3.58,3.78,984421997,6890897792
0,Dec 07 2021,3.78,4.14,3.68,3.83,1406119788,6982992386
0,Dec 06 2021,3.69,3.92,3.23,3.78,1790405532,6890701834
0,Dec 05 2021,4.12,4.15,3.52,3.70,1737989978,6754846154
0,Dec 04 2021,3.92,4.22,2.62,4.12,4101335296,7514525474
0,Dec 03 2021,4.41,4.43,3.74,3.91,1534295178,7131458813
0,Dec 02 2021,4.55,4.55,4.22,4.40,1414051889,8031068377
0,Dec 01 2021,4.64,4.82,4.45,4.55,1846999955,8301737692
0,Nov 30 2021,4.89,4.93,4.55,4.64,2244146596,8457166061
0,Nov 29 2021,5.15,5.23,4.82,4.88,2486873969,8907453891
0,Nov 28 2021,4.71,5.15,4.31,5.11,3189265385,9331065257
0,Nov 27 2021,4.66,4.93,4.37,4.70,2468735913,8582688496
0,Nov 26 2021,5.20,5.45,4.42,4.64,4463111009,8465610604
0,Nov 25 2021,5.16,5.90,4.69,5.48,10281214386,9997435394
0,Nov 24 2021,4.02,5.48,3.94,4.37,3861055066,7972124352
0,Nov 23 2021,4.09,4.30,3.93,4.02,3777678884,7336797072
