index,Date,Open,High,Low,Close,Volume,MarketCap
0,Feb 01 2022,0.04651,0.04933,0.03982,0.0453,92410,3132567
0,Jan 31 2022,0.04773,0.04932,0.0406,0.04652,93651,3216368
0,Jan 30 2022,0.04682,0.05064,0.0436,0.04773,130468,3300321
0,Jan 29 2022,0.05022,0.05087,0.04308,0.0468,112704,3235975
0,Jan 28 2022,0.04701,0.05174,0.04353,0.05023,152978,3473134
0,Jan 27 2022,0.04152,0.0498,0.03723,0.04703,95614,3251798
0,Jan 26 2022,0.04012,0.04738,0.03942,0.04153,124462,2871476
0,Jan 25 2022,0.04464,0.05212,0.03946,0.04012,134780,2774099
0,Jan 24 2022,0.03971,0.05232,0.03574,0.04464,151109,3086673
0,Jan 23 2022,0.04026,0.05093,0.03922,0.0397,164534,2745221
0,Jan 22 2022,0.04522,0.05019,0.0398,0.04025,147170,2782880
0,Jan 21 2022,0.05676,0.0601,0.04197,0.04519,151574,3124831
0,Jan 20 2022,0.05297,0.0649,0.05152,0.05673,160951,3922895
0,Jan 19 2022,0.05006,0.0621,0.04886,0.05298,196596,3663218
0,Jan 18 2022,0.05904,0.05937,0.04653,0.05007,220036,3461793
0,Jan 17 2022,0.05938,0.06536,0.04845,0.05904,215413,4082497
0,Jan 16 2022,0.06652,0.06712,0.05888,0.05938,193334,4105927
0,Jan 15 2022,0.06757,0.06779,0.05674,0.06652,198850,4599852
0,Jan 14 2022,0.06809,0.06937,0.05665,0.06757,217019,4672075
0,Jan 13 2022,0.06881,0.0725,0.0559,0.06809,187402,4707899
0,Jan 12 2022,0.06498,0.07084,0.06403,0.06881,134281,4757784
0,Jan 11 2022,0.06615,0.06653,0.06146,0.06498,75848,4493047
0,Jan 10 2022,0.06584,0.06876,0.06162,0.06615,56481,4574175
0,Jan 09 2022,0.06213,0.06937,0.06119,0.06585,52889,4470686
0,Jan 08 2022,0.07091,0.07328,0.06213,0.06213,52816,4218457
0,Jan 07 2022,0.07131,0.07538,0.0625,0.07091,78798,4814797
0,Jan 06 2022,0.08074,0.08206,0.06556,0.07131,65673,4841960
0,Jan 05 2022,0.07887,0.08215,0.07618,0.08075,55639,5482368
0,Jan 04 2022,0.07845,0.08175,0.07576,0.07887,53930,5354674
0,Jan 03 2022,0.07948,0.08044,0.07545,0.07845,48451,5326682
0,Jan 02 2022,0.07474,0.0807,0.07473,0.07948,64153,5396260
0,Jan 01 2022,0.07721,0.08252,0.07295,0.07475,62880,5074881
0,Dec 31 2021,0.07574,0.08197,0.07266,0.07721,71318,5242196
0,Dec 30 2021,0.07722,0.08084,0.07239,0.07575,62265,5143063
0,Dec 29 2021,0.07964,0.08169,0.06861,0.07728,37301,5247021
0,Dec 28 2021,0.08545,0.08673,0.07682,0.07964,78073,5407167
0,Dec 27 2021,0.09704,0.09711,0.08071,0.08554,83578,5807943
0,Dec 26 2021,0.08976,0.09706,0.08531,0.09706,77174,6589700
0,Dec 25 2021,0.08651,0.09874,0.08633,0.08984,74296,6099680
0,Dec 24 2021,0.09262,0.1019,0.08359,0.08655,79892,5876170
0,Dec 23 2021,0.09267,0.095,0.08541,0.09264,90889,6289634
0,Dec 22 2021,0.08483,0.09636,0.08202,0.09264,74559,6289811
0,Dec 21 2021,0.08045,0.08595,0.07847,0.08482,59292,5758844
0,Dec 20 2021,0.08892,0.0918,0.07763,0.08048,63759,5463967
0,Dec 19 2021,0.09494,0.09778,0.07977,0.08889,79242,6035143
0,Dec 18 2021,0.1064,0.1086,0.08929,0.09493,76136,6445433
0,Dec 17 2021,0.1137,0.1156,0.1016,0.1065,90401,7230984
0,Dec 16 2021,0.1127,0.1198,0.1093,0.1136,78644,7714766
0,Dec 15 2021,0.1146,0.1233,0.1013,0.1127,71375,7651504
0,Dec 14 2021,0.1137,0.1163,0.09869,0.1146,70386,7780582
0,Dec 13 2021,0.1111,0.1178,0.09799,0.1136,60536,7711970
0,Dec 12 2021,0.1143,0.12,0.1069,0.1111,60467,7544967
0,Dec 11 2021,0.1191,0.129,0.1113,0.1145,62578,7771205
0,Dec 10 2021,0.1229,0.1349,0.1141,0.1193,71601,8097031
0,Dec 09 2021,0.1084,0.1314,0.1043,0.123,78523,8351302
0,Dec 08 2021,0.1225,0.1264,0.1077,0.1085,50316,7364655
0,Dec 07 2021,0.111,0.1278,0.1106,0.1225,249225,8319564
0,Dec 06 2021,0.117,0.132,0.1102,0.1109,201359,7529727
0,Dec 05 2021,0.1354,0.1375,0.1162,0.117,131044,7945868
0,Dec 04 2021,0.149,0.1516,0.1243,0.1354,115828,9193848
0,Dec 03 2021,0.1552,0.1711,0.149,0.149,242976,10117888
0,Dec 02 2021,0.1511,0.163,0.1507,0.1553,129542,10543303
0,Dec 01 2021,0.1478,0.1555,0.1444,0.1511,118967,10258994
0,Nov 30 2021,0.1567,0.1574,0.1476,0.1478,73456,10037900
0,Nov 29 2021,0.1527,0.1669,0.1516,0.1566,109115,10635667
0,Nov 28 2021,0.1611,0.1682,0.147,0.1527,156901,10364415
0,Nov 27 2021,0.1546,0.1686,0.1468,0.1609,185318,10923179
0,Nov 26 2021,0.1674,0.1747,0.1376,0.1547,191297,10501327
0,Nov 25 2021,0.1618,0.1797,0.1431,0.1461,246703,9916705
0,Nov 24 2021,0.1491,0.1618,0.1461,0.1473,114147,10000740
0,Nov 23 2021,0.149,0.1526,0.1365,0.149,124123,10118920
0,Nov 22 2021,0.1945,0.1946,0.1489,0.149,323043,10115390
0,Nov 21 2021,0.08481,0.2049,0.08479,0.1945,1179003,13205790
0,Nov 20 2021,0.08199,0.08589,0.07811,0.08482,157195,5759145
0,Nov 19 2021,0.0751,0.08293,0.07493,0.08204,202019,5570486
0,Nov 18 2021,0.0722,0.08522,0.07187,0.07507,98438,5097212
0,Nov 17 2021,0.07648,0.08003,0.07215,0.07218,59223,4900427
0,Nov 16 2021,0.08184,0.1433,0.07308,0.07654,34606,5196923
0,Nov 15 2021,0.07918,0.08718,0.07771,0.08189,49241,5560107
0,Nov 14 2021,0.08609,0.08739,0.07684,0.07919,286140,5376533
0,Nov 13 2021,0.08618,0.08999,0.0757,0.08609,272263,5845324
0,Nov 12 2021,0.08348,0.091,0.0826,0.08626,318449,5856995
0,Nov 11 2021,0.09017,0.09066,0.08171,0.08341,135613,5663064
0,Nov 10 2021,0.09177,0.1015,0.07924,0.09012,179316,6118557
0,Nov 09 2021,0.09053,0.09621,0.08979,0.09175,108007,6229744
0,Nov 08 2021,0.09254,0.09426,0.08344,0.09054,88327,6147165
0,Nov 07 2021,0.09385,0.09608,0.08323,0.09252,117874,6281389
0,Nov 06 2021,0.09658,0.09727,0.08714,0.09385,119844,6372341
0,Nov 05 2021,0.08727,0.09771,0.07659,0.09656,177921,6555842
0,Nov 04 2021,0.09008,0.09081,0.08217,0.08733,180361,5929242
0,Nov 03 2021,0.08803,0.09504,0.08704,0.0901,186352,6117210
0,Nov 02 2021,0.08972,0.09689,0.08423,0.08804,312735,5977328
0,Nov 01 2021,0.08621,0.09434,0.08325,0.08969,201907,6089751
0,Oct 31 2021,0.07298,0.08629,0.07225,0.0862,238495,5852822
0,Oct 30 2021,0.07218,0.0778,0.06769,0.07282,209216,4944485
0,Oct 29 2021,0.04952,0.07228,0.04838,0.07218,84109,4900728
0,Oct 28 2021,0.05049,0.05155,0.04711,0.04952,77987,3361881
0,Oct 27 2021,0.05276,0.05539,0.04899,0.05053,70431,3430579
0,Oct 26 2021,0.05333,0.05579,0.04834,0.05276,79491,3582335
0,Oct 25 2021,0.05237,0.05521,0.05167,0.05333,85444,3620624
0,Oct 24 2021,0.05377,0.05718,0.05136,0.05241,237200,3558147
0,Oct 23 2021,0.05326,0.05823,0.05233,0.05376,194979,3649881
0,Oct 22 2021,0.05359,0.05751,0.05231,0.05326,191634,3616228
0,Oct 21 2021,0.05367,0.05956,0.05263,0.05362,205111,3640595
0,Oct 20 2021,0.05204,0.06324,0.05116,0.05368,186568,3644467
0,Oct 19 2021,0.05369,0.05815,0.05195,0.05205,161980,3533657
0,Oct 18 2021,0.05839,0.05847,0.05153,0.05369,204571,3645380
0,Oct 17 2021,0.0505,0.05858,0.05034,0.05839,214378,3964400
0,Oct 16 2021,0.05082,0.0662,0.0478,0.0505,230397,3428887
0,Oct 15 2021,0.05517,0.06091,0.05074,0.05084,256898,3452111
0,Oct 14 2021,0.05323,0.05595,0.05103,0.05519,253225,3746887
0,Oct 13 2021,0.05531,0.05617,0.05275,0.05323,241859,3613787
0,Oct 12 2021,0.05195,0.0589,0.04836,0.05532,236601,3756252
0,Oct 11 2021,0.04946,0.06111,0.04904,0.05193,178015,3525913
0,Oct 10 2021,0.05072,0.05139,0.04927,0.04948,100825,3359728
0,Oct 09 2021,0.05768,0.05921,0.05021,0.05072,107438,3443620
0,Oct 08 2021,0.04981,0.06822,0.04964,0.05769,142296,3917186
0,Oct 07 2021,0.05193,0.05263,0.04867,0.04981,174719,3381883
